"Posted.Date","Facilities.Number","Rental.Price","House.Size","Floor","Area.Type","House.Locality","House.City","House.Furnishing","Tenant.Targeted","Bathroom.Number","Contact.Person","Rent.Per.Unit","Current.Floor","Total.Floor","Difference.Floor"
2022-05-05,1,15000,500,"1 out of 2","Super","Shanti Nagar","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",30,1,2,1
2022-05-05,2,28000,1500,"1 out of 4","Super","Shivaji Nagar","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",18.67,1,4,3
2022-06-24,2,17500,1150,"3 out of 4","Carpet","Vijaya Bank Colony -Bilekahalli, Bilekahalli","Bangalore","Semi-Furnished","Family",2,"Agent",15.22,3,4,1
2022-05-23,4,75000,2000,"Ground out of 2","Super","Hsr Layout","Bangalore","Furnished","Bachelors/Family",3,"Owner",37.5,0,2,2
2022-05-11,2,14000,110,"1 out of 2","Carpet","RT Nagar","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",127.27,1,2,1
2022-04-29,1,9000,500,"3 out of 4","Super","Jp Nagar Phase 7, J P Nagar","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",18,3,4,1
2022-06-08,3,20000,1465,"2 out of 4","Super","Sunkadakatte","Bangalore","Semi-Furnished","Bachelors/Family",3,"Owner",13.65,2,4,2
2022-06-04,2,12000,940,"2 out of 5","Carpet","Attur Layout, Yelahanka New Town","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",12.77,2,5,3
2022-05-23,2,12000,850,"Ground out of 4","Super","Basaveshwar Nagar","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",14.12,0,4,4
2022-07-02,2,24000,990,"14 out of 30","Carpet","Tumkur Road","Bangalore","Furnished","Bachelors/Family",2,"Owner",24.24,14,30,16
2022-06-20,2,12000,750,"Ground out of 3","Super","BBMP convertion layout","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",16,0,3,3
2022-06-20,1,10000,500,"2 out of 3","Super","Garvebhavi Palya","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",20,2,3,1
2022-06-16,3,24000,1430,"2 out of 3","Super","Jp Nagar Phase 7, J P Nagar","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",16.78,2,3,1
2022-06-08,1,9000,600,"3 out of 4","Carpet","Chelekare, Kalyan Nagar, Outer Ring Road","Bangalore","Semi-Furnished","Family",1,"Owner",15,3,4,1
2022-06-11,2,12000,900,"1 out of 2","Carpet","Jeevanhalli, Cox Town","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",13.33,1,2,1
2022-04-29,2,11000,1100,"Ground out of 2","Super","Konanakunte","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",10,0,2,2
2022-04-29,2,15000,900,"1 out of 3","Carpet","Venkatpura, HSR Layout","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",16.67,1,3,2
2022-05-23,1,5500,600,"2 out of 3","Super","Byatarayanapura","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",9.17,2,3,1
2022-06-23,2,18000,1000,"Ground out of 4","Carpet","Kudlu Gate","Bangalore","Semi-Furnished","Family",2,"Owner",18,0,4,4
2022-07-06,2,42000,1150,"2 out of 4","Carpet","Koramangala","Bangalore","Furnished","Bachelors",2,"Agent",36.52,2,4,2
2022-04-29,2,18000,1250,"1 out of 4","Super","Devarachikannahalli, Begur Road","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",14.4,1,4,3
2022-04-29,2,15000,1000,"1 out of 4","Super","Jp Nagar Phase 7, J P Nagar","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",15,1,4,3
2022-06-04,1,6000,500,"2 out of 3","Super","Electronic City Phase 2, Electronic City","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",12,2,3,1
2022-05-14,3,30000,2000,"1 out of 1","Super","Jp Nagar Phase 6, J P Nagar, Outer Ring Road","Bangalore","Semi-Furnished","Bachelors/Family",3,"Owner",15,1,1,0
2022-04-30,2,12000,850,"Ground out of 2","Super","Choodasandra","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",14.12,0,2,2
2022-06-28,2,10000,990,"Ground out of 2","Carpet","Hbr Layout Block 2, HBR Layout","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",10.1,0,2,2
2022-06-27,2,9500,850,"1 out of 2","Carpet","Raghavendra Layout","Bangalore","Semi-Furnished","Bachelors",1,"Owner",11.18,1,2,1
2022-05-05,2,16000,1000,"4 out of 5","Super","Kaggadasapura, Indira nagar","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",16,4,5,1
2022-06-23,2,9500,650,"4 out of 5","Super","Nagvarpalya Main Road","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",14.62,4,5,1
2022-06-16,1,6500,400,"2 out of 2","Carpet","whitefield","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",16.25,2,2,0
2022-06-03,2,13500,1000,"2 out of 2","Carpet","Mylasandra","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",13.5,2,2,0
2022-04-29,2,25000,1350,"12 out of 13","Super","Doddaballapur Road","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",18.52,12,13,1
2022-05-23,2,9500,600,"2 out of 3","Super","Hbr Layout","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",15.83,2,3,1
2022-06-08,4,190000,4000,"Ground out of 2","Super","Koramangala","Bangalore","Furnished","Bachelors/Family",5,"Owner",47.5,0,2,2
2022-06-28,2,90000,950,"4 out of 5","Carpet","Aarna Enclave","Bangalore","Unfurnished","Bachelors/Family",2,"Owner",94.74,4,5,1
2022-06-30,2,24000,777,"4 out of 8","Carpet","Yelahanka","Bangalore","Semi-Furnished","Family",2,"Agent",30.89,4,8,4
2022-06-23,3,15000,1200,"2 out of 4","Carpet","Electronic City","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",12.5,2,4,2
2022-05-10,2,22000,1600,"Ground out of 2","Super","Kodigehalli","Bangalore","Furnished","Bachelors/Family",3,"Owner",13.75,0,2,2
2022-06-20,3,34000,1500,"14 out of 20","Carpet","Yeshwantpur","Bangalore","Semi-Furnished","Bachelors",3,"Agent",22.67,14,20,6
2022-06-06,2,12500,570,"1 out of 3","Super","Btm Layout Stage 4","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",21.93,1,3,2
2022-07-03,3,28000,1800,"18 out of 19","Carpet","Mysore Road","Bangalore","Semi-Furnished","Bachelors/Family",3,"Owner",15.56,18,19,1
2022-07-04,2,12000,1100,"1 out of 3","Super","Arakere","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",10.91,1,3,2
2022-06-23,1,8000,400,"Ground out of 2","Super","Lingarajapuram, Lingarajapuram, Hennur Main Road","Bangalore","Unfurnished","Bachelors/Family",1,"Owner",20,0,2,2
2022-06-11,1,7500,750,"1 out of 1","Carpet","Bettadasanapura","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",10,1,1,0
2022-06-03,2,34000,1400,"5 out of 5","Carpet","HRBR Layout Block 1","Bangalore","Furnished","Bachelors",2,"Agent",24.29,5,5,0
2022-06-27,3,32000,1789,"8 out of 13","Super","Yelahanka","Bangalore","Semi-Furnished","Family",3,"Agent",17.89,8,13,5
2022-05-23,2,14500,650,"1 out of 2","Carpet","Maruthi Nagar-Kaggadasapura, Kaggadasapura","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",22.31,1,2,1
2022-04-29,2,16000,1200,"2 out of 4","Super","Hulimavu","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",13.33,2,4,2
2022-04-29,1,7500,460,"3 out of 4","Super","Singahalli","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",16.3,3,4,1
2022-06-24,2,7500,500,"1 out of 2","Carpet","Kammagondahalli, Jalahalli","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",15,1,2,1
2022-07-06,2,19500,1080,"Ground out of 2","Carpet","Bda Layout -Lingarajapuram","Bangalore","Semi-Furnished","Family",2,"Owner",18.06,0,2,2
2022-06-10,3,75000,2000,"1 out of 5","Carpet","Dhobi Ghat- Rajajinagar","Bangalore","Furnished","Bachelors",2,"Agent",37.5,1,5,4
2022-07-06,2,16500,1100,"2 out of 3","Super","Hbr Layout","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",15,2,3,1
2022-06-01,2,14500,1025,"8 out of 9","Super","Chandapura","Bangalore","Unfurnished","Bachelors",2,"Owner",14.15,8,9,1
2022-06-27,2,16000,650,"Ground out of 3","Carpet","Aradhana Layout, Arakere","Bangalore","Unfurnished","Bachelors/Family",2,"Owner",24.62,0,3,3
2022-05-23,2,8000,800,"1 out of 3","Super","Mahadevapura","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",10,1,3,2
2022-07-06,3,280000,2800,"6 out of 30","Carpet","Rajajinagar","Bangalore","Furnished","Bachelors/Family",3,"Agent",100,6,30,24
2022-05-19,2,21000,1100,"3 out of 4","Carpet","Hennur Main Road","Bangalore","Furnished","Bachelors",2,"Agent",19.09,3,4,1
2022-05-19,3,30000,1300,"2 out of 4","Carpet","Maruthi Sevanagar","Bangalore","Semi-Furnished","Bachelors",3,"Agent",23.08,2,4,2
2022-06-16,3,65000,2000,"3 out of 6","Super","Frazer Town","Bangalore","Semi-Furnished","Bachelors",3,"Agent",32.5,3,6,3
2022-06-16,3,180000,2500,"4 out of 8","Carpet","Mahatma Gandhi Road","Bangalore","Unfurnished","Bachelors",3,"Agent",72,4,8,4
2022-06-08,2,10000,600,"2 out of 4","Super","Hommadevanahalli","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",16.67,2,4,2
2022-07-07,2,12000,630,"3 out of 5","Super","Whitefield","Bangalore","Furnished","Bachelors/Family",2,"Owner",19.05,3,5,2
2022-07-07,2,9000,550,"Ground out of 2","Super","Hosakerehalli","Bangalore","Unfurnished","Bachelors/Family",2,"Owner",16.36,0,2,2
2022-06-01,2,22000,1025,"3 out of 3","Super","Basaveshvara Nagar","Bangalore","Semi-Furnished","Family",2,"Owner",21.46,3,3,0
2022-05-08,1,10000,500,"1 out of 4","Carpet","Kadugodi Pattalamma Layout","Bangalore","Semi-Furnished","Bachelors",1,"Owner",20,1,4,3
2022-05-25,3,48000,1286,"8 out of 16","Carpet","Hebbal","Bangalore","Semi-Furnished","Bachelors",3,"Agent",37.33,8,16,8
2022-06-22,1,11000,800,"Ground out of 4","Super","Adugodi","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",13.75,0,4,4
2022-06-09,2,11000,900,"1 out of 3","Super","Singasandra, Hosur Road","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",12.22,1,3,2
2022-06-23,3,40000,1618,"2 out of 4","Super","Yelahanka New Town","Bangalore","Semi-Furnished","Bachelors/Family",3,"Owner",24.72,2,4,2
2022-06-08,1,10000,500,"2 out of 5","Super","Marathahalli-Sarjapur Outer Ring Road","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",20,2,5,3
2022-06-27,1,6500,450,"Ground out of 2","Carpet","Garden City University","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",14.44,0,2,2
2022-04-29,2,18000,850,"3 out of 4","Super","Padmanabha Nagar","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",21.18,3,4,1
2022-07-07,3,22000,1374,"Ground out of 16","Super","Kanakapura Road","Bangalore","Semi-Furnished","Family",2,"Agent",16.01,0,16,16
2022-05-30,3,28000,1600,"2 out of 4","Super","Banaswadi","Bangalore","Semi-Furnished","Bachelors/Family",3,"Owner",17.5,2,4,2
2022-06-10,1,6200,400,"2 out of 3","Super","Nagarbhavi","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",15.5,2,3,1
2022-06-12,3,110000,1500,"6 out of 16","Carpet","Hebbal","Bangalore","Furnished","Bachelors/Family",3,"Agent",73.33,6,16,10
2022-06-15,2,5500,800,"1 out of 4","Super","Kengeri Hobli","Bangalore","Unfurnished","Bachelors/Family",1,"Owner",6.88,1,4,3
2022-05-21,3,50000,1580,"3 out of 3","Carpet","Koramangala 8Th Block","Bangalore","Unfurnished","Bachelors",3,"Agent",31.65,3,3,0
2022-06-23,2,12000,700,"Ground out of 2","Carpet","Agrahara Layout","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",17.14,0,2,2
2022-05-08,2,11500,700,"Ground out of 2","Super","Sadashiva Nagar","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",16.43,0,2,2
2022-06-20,1,16000,550,"1 out of 7","Carpet","Doddanekundi, Kartik Nagar","Bangalore","Semi-Furnished","Bachelors/Family",1,"Agent",29.09,1,7,6
2022-06-16,1,11000,450,"4 out of 4","Carpet","Krishna Reddy Layout -Domlur","Bangalore","Semi-Furnished","Bachelors/Family",1,"Agent",24.44,4,4,0
2022-06-18,4,150000,4550,"3 out of 5","Super","Jakkur Plantation, Jakkuru, Bellary Road","Bangalore","Semi-Furnished","Family",5,"Agent",32.97,3,5,2
2022-06-30,1,9000,400,"1 out of 1","Super","Laxminarayana Layout, Munnekollal","Bangalore","Semi-Furnished","Bachelors",1,"Owner",22.5,1,1,0
2022-07-07,1,6000,650,"Ground out of 3","Super","Jnana Ganga Nagar","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",9.23,0,3,3
2022-07-04,2,12000,700,"1 out of 4","Super","Bagalur","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",17.14,1,4,3
2022-05-27,2,16000,1333,"2 out of 4","Super","Ms Palya, Vidyaranyapura","Bangalore","Unfurnished","Bachelors",2,"Owner",12,2,4,2
2022-05-31,3,35000,1500,"1 out of 4","Carpet","Vasanth Nagar","Bangalore","Semi-Furnished","Bachelors/Family",2,"Agent",23.33,1,4,3
2022-05-27,1,9000,425,"2 out of 5","Carpet","Murugeshpalya, Airport Road","Bangalore","Semi-Furnished","Bachelors/Family",1,"Agent",21.18,2,5,3
2022-05-27,1,8000,300,"Ground out of 3","Super","Airport Road","Bangalore","Unfurnished","Bachelors/Family",1,"Owner",26.67,0,3,3
2022-06-30,2,13500,650,"2 out of 3","Carpet","Vijayanagar","Bangalore","Unfurnished","Family",2,"Owner",20.77,2,3,1
2022-06-15,2,14000,800,"Ground out of 2","Super","Banashankari Stage 2, Banashankari","Bangalore","Semi-Furnished","Family",2,"Owner",17.5,0,2,2
2022-07-07,2,14000,1200,"2 out of 3","Carpet","Srinivaspura","Bangalore","Semi-Furnished","Family",2,"Owner",11.67,2,3,1
2022-05-05,1,4700,500,"1 out of 4","Super","Chikkabanavara","Bangalore","Unfurnished","Bachelors/Family",1,"Owner",9.4,1,4,3
2022-05-05,2,17000,1000,"3 out of 4","Super","Mavalli","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",17,3,4,1
2022-06-04,2,11000,600,"1 out of 3","Super","K R Puram","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",18.33,1,3,2
2022-06-08,1,12000,600,"2 out of 3","Super","Thanisandra","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",20,2,3,1
2022-04-27,3,30000,1875,"3 out of 3","Super","Jp Nagar Phase 1, J P Nagar","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",16,3,3,0
2022-05-05,2,12000,1000,"Ground out of 4","Super","K R Puram","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",12,0,4,4
2022-05-05,3,21000,1300,"3 out of 3","Super","Hormavu Ring Road","Bangalore","Furnished","Bachelors/Family",2,"Owner",16.15,3,3,0
2022-05-14,1,6000,350,"3 out of 4","Super","Sunkadakatte","Bangalore","Unfurnished","Bachelors/Family",1,"Owner",17.14,3,4,1
2022-06-04,2,18500,900,"2 out of 3","Super","Rajajinagar","Bangalore","Unfurnished","Bachelors/Family",2,"Owner",20.56,2,3,1
2022-04-27,1,4750,200,"2 out of 2","Carpet","Chamundeshwari Layout, Arakere","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",23.75,2,2,0
2022-05-23,2,15000,700,"1 out of 5","Super","Yeshwantpur","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",21.43,1,5,4
2022-05-14,2,17600,1000,"1 out of 4","Carpet","Hosur Road","Bangalore","Semi-Furnished","Bachelors",2,"Owner",17.6,1,4,3
2022-06-10,3,35000,1700,"10 out of 13","Carpet","Thanisandra","Bangalore","Semi-Furnished","Bachelors/Family",3,"Agent",20.59,10,13,3
2022-05-27,2,8000,600,"2 out of 3","Super","Ullal Main Road","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",13.33,2,3,1
2022-05-05,1,7000,650,"2 out of 5","Super","Rayasandra","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",10.77,2,5,3
2022-05-05,2,15000,750,"Ground out of 2","Super","Byrathi","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",20,0,2,2
2022-05-10,3,30000,1750,"1 out of 3","Super","Chowdeshwari Layout, Yelahanka","Bangalore","Semi-Furnished","Bachelors/Family",3,"Owner",17.14,1,3,2
2022-06-02,3,1e+05,1950,"3 out of 3","Carpet","Koramangala Block 3","Bangalore","Semi-Furnished","Bachelors/Family",3,"Agent",51.28,3,3,0
2022-05-23,2,18000,1065,"2 out of 5","Carpet","Horamavu","Bangalore","Semi-Furnished","Bachelors/Family",2,"Agent",16.9,2,5,3
2022-05-23,2,8000,600,"Ground out of 1","Super","Nagadevana Halli","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",13.33,0,1,1
2022-05-23,2,9000,600,"2 out of 4","Super","Laggere","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",15,2,4,2
2022-06-27,1,6000,500,"Ground out of 2","Super","Doddanagamangala","Bangalore","Unfurnished","Bachelors/Family",1,"Owner",12,0,2,2
2022-07-04,2,7500,600,"Ground out of 2","Super","K R Puram","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",12.5,0,2,2
2022-07-04,1,15000,600,"5 out of 5","Carpet","A Narayanapura, Mahadevapura","Bangalore","Semi-Furnished","Bachelors/Family",1,"Agent",25,5,5,0
2022-07-06,2,10000,900,"1 out of 1","Carpet","Chikbasavnapura, Krishnarajapura","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",11.11,1,1,0
2022-06-23,2,14000,500,"Ground out of 3","Super","Shivaji Nagar","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",28,0,3,3
2022-05-23,1,7000,600,"2 out of 3","Super","Sunkadakatte","Bangalore","Unfurnished","Bachelors/Family",1,"Owner",11.67,2,3,1
2022-07-06,3,60000,1710,"6 out of 18","Carpet","Ambedkar Colony, Yelahanka","Bangalore","Unfurnished","Bachelors/Family",3,"Agent",35.09,6,18,12
2022-05-23,1,6000,600,"3 out of 4","Super","Doddabidarakallu","Bangalore","Unfurnished","Bachelors",1,"Owner",10,3,4,1
2022-06-13,3,17000,1100,"1 out of 3","Carpet","Anjanapura","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",15.45,1,3,2
2022-05-06,2,15000,920,"4 out of 4","Super","Yelahanka","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",16.3,4,4,0
2022-05-30,1,8200,750,"2 out of 4","Super","Aecs Layout-Singasandra, Singasandra, Hosur Road","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",10.93,2,4,2
2022-07-07,1,8500,300,"2 out of 3","Super","Bommanahalli","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",28.33,2,3,1
2022-05-23,3,20000,1660,"1 out of 3","Carpet","Doddathoguru, Electronic City","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",12.05,1,3,2
2022-05-23,1,8000,400,"2 out of 3","Super","Vimanapura, Airport Road","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",20,2,3,1
2022-04-29,2,20000,300,"1 out of 3","Super","Nagarathpete","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",66.67,1,3,2
2022-05-26,1,11500,300,"1 out of 2","Carpet","Cooke Town, Cooke Town","Bangalore","Unfurnished","Bachelors",1,"Owner",38.33,1,2,1
2022-05-16,3,30000,2000,"3 out of 3","Carpet","Jakkur Plantation, Jakkuru, Bellary Road","Bangalore","Furnished","Bachelors/Family",2,"Owner",15,3,3,0
2022-06-12,3,22000,1200,"4 out of 4","Carpet","Doddakammanahalli","Bangalore","Semi-Furnished","Bachelors",3,"Owner",18.33,4,4,0
2022-04-28,1,6500,300,"2 out of 3","Super","Hebbal","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",21.67,2,3,1
2022-05-25,1,6500,700,"Ground out of 1","Super","Hosakerehalli","Bangalore","Unfurnished","Bachelors/Family",1,"Owner",9.29,0,1,1
2022-05-18,2,16000,850,"Ground out of 2","Super","Jp Nagar Phase 1, J P Nagar","Bangalore","Semi-Furnished","Bachelors/Family",3,"Owner",18.82,0,2,2
2022-05-26,1,24000,700,"7 out of 7","Carpet","Domlur, Domlur","Bangalore","Furnished","Bachelors/Family",1,"Agent",34.29,7,7,0
2022-07-07,1,15000,455,"2 out of 4","Carpet","Murugeshpalya, Airport Road","Bangalore","Semi-Furnished","Bachelors/Family",1,"Agent",32.97,2,4,2
2022-06-26,2,18000,1000,"Ground out of 4","Carpet","Sai Colony, Krishnarajapura","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",18,0,4,4
2022-05-30,1,8500,600,"1 out of 2","Super","Shivaji Nagar","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",14.17,1,2,1
2022-05-23,1,4000,250,"Ground out of 2","Super","Vijayanagar","Bangalore","Unfurnished","Bachelors/Family",1,"Owner",16,0,2,2
2022-05-23,1,5000,400,"1 out of 2","Super","T Dasarahalli","Bangalore","Unfurnished","Bachelors/Family",1,"Owner",12.5,1,2,1
2022-07-04,2,22000,1200,"3 out of 5","Carpet","Mahadevapura","Bangalore","Semi-Furnished","Bachelors/Family",2,"Agent",18.33,3,5,2
2022-04-27,1,12000,500,"2 out of 5","Carpet","Electronics City Phase 1, Electronic City","Bangalore","Semi-Furnished","Bachelors",1,"Owner",24,2,5,3
2022-05-23,1,9000,350,"2 out of 3","Super","Btm Layout","Bangalore","Unfurnished","Bachelors/Family",1,"Owner",25.71,2,3,1
2022-04-29,2,7500,1100,"Ground out of 3","Super","Vinayak Nagar, Kattigenahalli","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",6.82,0,3,3
2022-06-04,2,30000,1650,"2 out of 3","Super","Ganga Nagar","Bangalore","Unfurnished","Bachelors/Family",3,"Owner",18.18,2,3,1
2022-05-05,4,14000,1000,"Ground out of 4","Super","Electronic City Phase 2, Electronic City","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",14,0,4,4
2022-06-19,2,9250,500,"2 out of 3","Super","Banashankari","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",18.5,2,3,1
2022-06-29,1,13000,700,"1 out of 5","Super","Gh society","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",18.57,1,5,4
2022-05-23,2,12000,1200,"Ground out of 5","Super","Vijayanagar","Bangalore","Unfurnished","Bachelors/Family",2,"Owner",10,0,5,5
2022-04-27,1,12000,600,"1 out of 2","Super","Wilson Garden","Bangalore","Unfurnished","Bachelors/Family",1,"Owner",20,1,2,1
2022-05-01,2,10000,925,"2 out of 5","Super","Electronic City","Bangalore","Unfurnished","Bachelors/Family",2,"Owner",10.81,2,5,3
2022-07-09,3,60000,2400,"Ground out of 8","Carpet","Koramangala","Bangalore","Semi-Furnished","Bachelors",3,"Agent",25,0,8,8
2022-05-23,3,35000,1500,"1 out of 9","Carpet","Hebbal","Bangalore","Semi-Furnished","Bachelors/Family",3,"Agent",23.33,1,9,8
2022-05-27,2,12000,600,"Ground out of 4","Super","Dooravani Nagar, Dooravani Nagar","Bangalore","Unfurnished","Bachelors/Family",2,"Owner",20,0,4,4
2022-05-27,1,14000,435,"3 out of 5","Carpet","Murugeshpalya, Airport Road","Bangalore","Semi-Furnished","Bachelors/Family",1,"Agent",32.18,3,5,2
2022-05-14,1,8000,650,"Ground out of 1","Carpet","Srinivasa Nagar-Banashankari, Banashankari","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",12.31,0,1,1
2022-06-15,2,11000,700,"Ground out of 2","Carpet","Uttarahalli","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",15.71,0,2,2
2022-06-30,2,20000,890,"5 out of 12","Carpet","Yelahanka","Bangalore","Semi-Furnished","Bachelors/Family",2,"Agent",22.47,5,12,7
2022-06-23,1,12500,600,"3 out of 4","Super","Hbr Layout","Bangalore","Furnished","Bachelors/Family",1,"Owner",20.83,3,4,1
2022-06-23,2,35000,1250,"3 out of 4","Carpet","Cunningham Road","Bangalore","Semi-Furnished","Bachelors/Family",2,"Agent",28,3,4,1
2022-07-04,3,26000,1350,"2 out of 5","Carpet","Mahadevapura","Bangalore","Semi-Furnished","Bachelors/Family",2,"Agent",19.26,2,5,3
2022-07-06,3,85000,2600,"8 out of 18","Carpet","Hebbal","Bangalore","Semi-Furnished","Family",4,"Agent",32.69,8,18,10
2022-05-27,1,14000,440,"2 out of 5","Carpet","Murugeshpalya, Airport Road","Bangalore","Semi-Furnished","Bachelors/Family",1,"Agent",31.82,2,5,3
2022-05-18,2,22000,1150,"1 out of 4","Carpet","Electronic City","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",19.13,1,4,3
2022-05-16,1,7000,450,"2 out of 4","Super","Electronic City Phase 2, Electronic City","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",15.56,2,4,2
2022-04-29,2,16000,1150,"3 out of 5","Super","Nri Layout","Bangalore","Furnished","Bachelors/Family",2,"Owner",13.91,3,5,2
2022-05-28,2,11000,600,"2 out of 5","Carpet","Gottigere","Bangalore","Unfurnished","Bachelors",1,"Owner",18.33,2,5,3
2022-06-30,2,20000,980,"4 out of 12","Carpet","Yelahanka","Bangalore","Semi-Furnished","Family",2,"Agent",20.41,4,12,8
2022-07-05,3,60000,1850,"3 out of 3","Carpet","Halasuru","Bangalore","Furnished","Bachelors/Family",3,"Owner",32.43,3,3,0
2022-05-31,2,5000,625,"1 out of 3","Carpet","Kadabagere","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",8,1,3,2
2022-05-27,1,4000,100,"2 out of 3","Super","Itc Colony, Maruthi Sevanagar","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",40,2,3,1
2022-07-05,2,15000,1200,"1 out of 1","Carpet","Varthur","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",12.5,1,1,0
2022-05-01,3,18000,1200,"Ground out of 4","Carpet","Bagalakunte","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",15,0,4,4
2022-06-14,2,12000,1080,"1 out of 2","Carpet","Punyabhoomi Layout","Bangalore","Semi-Furnished","Bachelors",1,"Owner",11.11,1,2,1
2022-05-14,1,8500,700,"1 out of 3","Super","Amrutahalli","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",12.14,1,3,2
2022-05-05,2,11000,800,"Ground out of 1","Super","Panduranga Nagar, bannerghatta main Road","Bangalore","Unfurnished","Bachelors/Family",2,"Owner",13.75,0,1,1
2022-05-05,3,42000,1880,"14 out of 14","Super","whitefield","Bangalore","Semi-Furnished","Family",2,"Owner",22.34,14,14,0
2022-04-29,2,25000,1305,"1 out of 8","Super","Jakkur","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner",19.16,1,8,7
2022-04-29,1,8500,600,"3 out of 5","Super","Sahakara Nagar","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner",14.17,3,5,2
